date,action,stock_code,price,amount,deal_amount,factor,value,cash
2018-01-03 00:00:00,buy,SH601233,1.78,1068846.6172542828,1068846.6172542828,0.07222738862037659,1899891.97,98099158.08
2018-01-03 00:00:00,buy,SH600426,11.44,165976.754079032,165976.754079032,0.6615384221076965,1899539.95,96198668.36
2018-01-03 00:00:00,buy,SZ000830,13.57,139943.90386112832,139943.90386112832,0.7910312414169312,1898505.02,94299214.09
2018-01-03 00:00:00,buy,SZ002050,19.5,97330.27393276739,97330.27393276739,0.9781129360198975,1898287.86,92399977.08
2018-01-03 00:00:00,buy,SH600466,7.75,244955.61066633408,244955.61066633408,0.7952461242675781,1899300.0,90499727.43
2018-01-03 00:00:00,buy,SZ000998,25.5,74443.76643899822,74443.76643899822,0.97926265001297,1898316.04,88600462.22
2018-01-03 00:00:00,buy,SZ002635,4.38,433414.82883062575,433414.82883062575,0.16450752317905426,1898719.08,86700793.78
2018-01-03 00:00:00,buy,SZ002032,33.22,57154.72739792068,57154.72739792068,0.808332085609436,1898820.09,84801024.28
2018-01-03 00:00:00,buy,SZ300182,4.04,470569.9261278989,470569.9261278989,0.4566802680492401,1899716.01,82900358.42
2018-01-03 00:00:00,buy,SZ002670,3.9,487270.9680534349,487270.9680534349,0.2009149044752121,1898280.9,81001128.38
2018-01-03 00:00:00,buy,SZ002311,4.04,470482.32085052563,470482.32085052563,0.1770523488521576,1899240.07,79100938.69
2018-01-03 00:00:00,buy,SZ002384,2.07,914873.189775795,914873.189775795,0.06962713599205017,1898260.05,77201729.51
2018-01-03 00:00:00,buy,SZ000513,20.86,90977.78146327754,90977.78146327754,0.3011724352836609,1897450.04,75303330.74
2018-01-03 00:00:00,buy,SZ000021,3.0,633456.379595196,633456.379595196,0.30294114351272583,1899810.03,73402570.8
2018-01-03 00:00:00,buy,SZ002093,4.81,394540.0689157789,394540.0689157789,0.4988086521625519,1899119.91,71502501.33
2018-01-03 00:00:00,buy,SZ000937,3.32,572208.8119707612,572208.8119707612,0.5407117009162903,1899715.89,69601835.58
2018-01-03 00:00:00,buy,SZ000661,51.05,37013.2724884903,37013.2724884903,0.28098028898239136,1889679.88,67711210.86
2018-01-03 00:00:00,buy,SZ002281,3.34,569492.9574746235,569492.9574746235,0.1074640154838562,1899648.04,65810612.99
2018-01-03 00:00:00,buy,SZ002038,34.29,55384.383727596076,55384.383727596076,1.0869489908218384,1899309.94,63910353.4
2018-01-04 00:00:00,sell,SZ002670,3.85,487270.9680534349,487270.9680534349,0.20091558992862701,1874791.47,65782332.68
2018-01-04 00:00:00,sell,SZ002038,34.73,55384.383727596076,55384.383727596076,1.0869479179382324,1923388.28,67702835.88
2018-01-04 00:00:00,sell,SZ000661,50.35,37013.2724884903,37013.2724884903,0.2809828817844391,1863697.28,69563737.62
2018-01-04 00:00:00,sell,SZ002384,2.17,914873.189775795,914873.189775795,0.06962397694587708,1989260.65,71550014.38
2018-01-04 00:00:00,sell,SZ000998,25.67,74443.76643899822,74443.76643899822,0.9792699813842773,1910723.29,73457871.58
2018-01-04 00:00:00,buy,SZ002078,3.79,511064.2292893396,511064.2292893396,0.3852744698524475,1937495.98,71519406.86
2018-01-04 00:00:00,buy,SH600885,16.83,115115.77532011112,115115.77532011112,0.37874913215637207,1937147.97,69581290.32
2018-01-04 00:00:00,buy,SH601001,1.26,1538272.7520431164,1538272.7520431164,0.1944388598203659,1938167.91,67642153.33
2018-01-04 00:00:00,buy,SH600366,9.98,194079.0494046563,194079.0494046563,0.561111569404602,1937331.01,65703853.65
2018-01-04 00:00:00,buy,SZ000656,8.71,222424.5327064508,222424.5327064508,1.7673410177230835,1937982.9,63764901.76
2018-01-05 00:00:00,sell,SZ000830,14.22,139943.90386112832,139943.90386112832,0.7910347580909729,1990394.86,65752311.03
2018-01-05 00:00:00,sell,SH600466,8.13,244955.61066633408,244955.61066633408,0.7952775955200195,1990934.79,67740259.42
2018-01-05 00:00:00,sell,SZ002078,3.79,511064.2292893396,511064.2292893396,0.3852851986885071,1935580.91,69672936.95
2018-01-05 00:00:00,sell,SZ002281,3.24,569492.9574746235,569492.9574746235,0.10746753960847855,1847076.54,71517242.88
2018-01-05 00:00:00,sell,SH600426,11.54,165976.754079032,165976.754079032,0.6615719795227051,1915009.1,73429379.46
2018-01-05 00:00:00,buy,SZ002709,6.34,305130.40751196217,305130.40751196217,0.12781420350074768,1935570.05,71492841.63
2018-01-05 00:00:00,buy,SH600545,9.2,210570.8570627814,210570.8570627814,0.880463719367981,1937429.97,69554442.95
2018-01-05 00:00:00,buy,SZ002745,1.58,1226990.6345745781,1226990.6345745781,0.03276308625936508,1933619.9,67619856.23
2018-01-05 00:00:00,buy,SH600138,8.33,232411.5343410394,232411.5343410394,0.38853493332862854,1936934.93,65681952.84
2018-01-08 00:00:00,sell,SH601233,2.04,1068846.6172542828,1068846.6172542828,0.07222969084978104,2179425.43,67858109.13
2018-01-08 00:00:00,sell,SZ002745,1.57,1226990.6345745781,1226990.6345745781,0.03276405110955238,1929656.75,69784871.4
2018-01-08 00:00:00,sell,SZ002093,4.77,394540.0689157789,394540.0689157789,0.4988105595111847,1881415.24,71663464.52
2018-01-08 00:00:00,sell,SZ002709,6.38,305130.40751196217,305130.40751196217,0.12780913710594177,1946802.75,73607347.06
2018-01-08 00:00:00,sell,SZ000656,9.17,222424.5327064508,222424.5327064508,1.7672842741012573,2040123.4,75644410.28
2018-01-08 00:00:00,buy,SH600392,13.55,143295.57748183428,143295.57748183428,0.6832032203674316,1941357.05,73702082.55
2018-01-08 00:00:00,buy,SH600600,6.04,321394.47601506155,321394.47601506155,0.14374858140945435,1941324.08,71759787.81
2018-01-08 00:00:00,buy,SZ000807,11.23,172866.55189271944,172866.55189271944,1.0268036127090454,1941850.0,69816966.88
2018-01-08 00:00:00,buy,SZ002573,3.9,498095.49596496916,498095.49596496916,0.18129053711891174,1941450.01,67874546.15
2018-01-08 00:00:00,buy,SH600970,7.07,274704.1198607882,274704.1198607882,0.6654432415962219,1941336.09,65932239.39
2018-01-08 00:00:00,buy,SZ002128,1.11,1751747.7988118436,1751747.7988118436,0.09424872696399689,1941576.05,63989692.55
2018-01-09 00:00:00,sell,SH600138,8.54,232411.5343410394,232411.5343410394,0.3885433077812195,1983933.63,65970650.28
2018-01-09 00:00:00,sell,SH601001,1.3,1538272.7520431164,1538272.7520431164,0.1944480538368225,1998082.48,67965735.63
2018-01-09 00:00:00,sell,SH600600,6.12,321394.47601506155,321394.47601506155,0.14374427497386932,1966675.01,69929460.63
2018-01-09 00:00:00,sell,SH600970,6.93,274704.1198607882,274704.1198607882,0.665448009967804,1902961.64,71829567.83
2018-01-09 00:00:00,sell,SZ000513,21.83,90977.78146327754,90977.78146327754,0.3011761009693146,1985702.07,73812291.35
2018-01-09 00:00:00,buy,SH600388,17.06,114070.80171787174,114070.80171787174,1.0204188823699951,1946207.95,71865110.29
2018-01-09 00:00:00,buy,SZ000066,2.82,689702.5389046316,689702.5389046316,0.39654776453971863,1947319.98,69916816.66
2018-01-09 00:00:00,buy,SZ300297,2.69,724513.4531460528,724513.4531460528,0.2868131697177887,1947086.03,67968757.09
2018-01-10 00:00:00,sell,SZ002311,3.95,470482.32085052563,470482.32085052563,0.17705050110816956,1857570.52,69823541.25
2018-01-10 00:00:00,sell,SZ002050,19.8,97330.27393276739,97330.27393276739,0.9780844449996948,1926791.83,71747442.89
2018-01-10 00:00:00,sell,SZ300182,4.22,470569.9261278989,470569.9261278989,0.456682413816452,1983536.23,73728003.81
2018-01-10 00:00:00,sell,SZ002032,32.23,57154.72739792068,57154.72739792068,0.8083158135414124,1841956.86,75567197.74
2018-01-10 00:00:00,sell,SH600392,14.33,143295.57748183428,143295.57748183428,0.683204710483551,2053946.42,77618063.24
2018-01-10 00:00:00,buy,SH600525,16.89,114772.78290855416,114772.78290855416,0.998494565486908,1939031.93,75678061.79
2018-01-10 00:00:00,buy,SH600176,27.24,71180.54567299208,71180.54567299208,1.553795337677002,1938817.94,73738274.45
2018-01-10 00:00:00,buy,SH600183,7.94,244058.0708659605,244058.0708659605,0.4531708359718323,1938817.97,71798487.07
2018-01-10 00:00:00,buy,SH600409,11.58,167570.5862942149,167570.5862942149,1.1451890468597412,1940108.93,69857408.08
2018-01-10 00:00:00,buy,SZ300115,3.44,564285.65429922,564285.65429922,0.171898752450943,1940000.07,67916438.02
2018-01-10 00:00:00,buy,SH603225,1.03,1882580.0466374953,1882580.0466374953,0.026028109714388847,1938930.15,65976538.4
2018-01-10 00:00:00,buy,SZ002709,6.09,318431.4834755123,318431.4834755123,0.12781399488449097,1937727.11,64037842.43
2018-01-11 00:00:00,sell,SH600525,17.1,114772.78290855416,114772.78290855416,0.9985218048095703,1963151.62,65998049.33
2018-01-11 00:00:00,sell,SH600366,10.0,194079.0494046563,194079.0494046563,0.5611172318458557,1940617.44,67935755.84
2018-01-11 00:00:00,sell,SZ000807,11.25,172866.55189271944,172866.55189271944,1.0268771648406982,1945539.2,69878376.74
2018-01-11 00:00:00,sell,SH600545,9.09,210570.8570627814,210570.8570627814,0.8804923295974731,1913390.08,71788896.73
2018-01-11 00:00:00,buy,SZ002092,3.58,528288.488160906,528288.488160906,0.24115611612796783,1893163.94,69894786.21
2018-01-11 00:00:00,buy,SZ000777,9.27,204416.618609678,204416.618609678,0.5845904350280762,1894075.02,67999764.14
2018-01-11 00:00:00,buy,SH601233,1.91,989926.9391301082,989926.9391301082,0.07222755253314972,1891890.0,66106928.2
2018-01-11 00:00:00,buy,SZ000488,4.64,407742.1103916015,407742.1103916015,0.26242077350616455,1892829.95,64213151.84
2018-01-11 00:00:00,buy,SZ002064,6.13,309225.43421526346,309225.43421526346,1.1916872262954712,1894089.98,62318114.81
2018-01-11 00:00:00,buy,SZ002271,26.69,70917.45376136673,70917.45376136673,0.6387708187103271,1892633.89,60424534.6
2018-01-11 00:00:00,buy,SH600516,34.47,54947.148840171074,54947.148840171074,1.0391803979873657,1894006.91,58529580.69
2018-01-12 00:00:00,sell,SZ000021,3.39,633456.379595196,633456.379595196,0.30294492840766907,2149306.85,60675663.58
2018-01-12 00:00:00,sell,SZ300297,2.69,724513.4531460528,724513.4531460528,0.28682124614715576,1951297.02,62624033.66
2018-01-12 00:00:00,sell,SH600885,17.14,115115.77532011112,115115.77532011112,0.37873461842536926,1972824.35,64593898.78
2018-01-12 00:00:00,sell,SZ002128,1.05,1751747.7988118436,1751747.7988118436,0.09423639625310898,1835671.9,66426817.17
2018-01-12 00:00:00,sell,SH603225,1.02,1882580.0466374953,1882580.0466374953,0.026028109714388847,1922759.94,68346692.97
2018-01-12 00:00:00,buy,SH600438,16.77,117241.24315319906,117241.24315319906,1.357030987739563,1966476.05,66379233.68
2018-01-12 00:00:00,buy,SH600216,14.87,132253.9517984515,132253.9517984515,0.8975157141685486,1966859.04,64411391.21
2018-01-15 00:00:00,sell,SH600216,14.03,132253.9517984515,132253.9517984515,0.8975355625152588,1855322.11,66263930.34
2018-01-15 00:00:00,sell,SH601233,1.87,989926.9391301082,989926.9391301082,0.0722278580069542,1852572.76,68113724.24
2018-01-15 00:00:00,sell,SH600516,32.34,54947.148840171074,54947.148840171074,1.0391664505004883,1776928.13,69887986.98
2018-01-15 00:00:00,sell,SZ000066,2.8,689702.5389046316,689702.5389046316,0.39656540751457214,1933730.99,71818817.37
2018-01-15 00:00:00,sell,SH600438,16.27,117241.24315319906,117241.24315319906,1.3570448160171509,1907628.46,73723584.39
2018-01-15 00:00:00,buy,SZ300002,1.15,1689188.8124251429,1689188.8124251429,0.14918403327465057,1945440.0,71777171.67
2018-01-15 00:00:00,buy,SZ000636,3.83,508329.2289544826,508329.2289544826,0.3259698450565338,1945317.98,69830881.03
2018-01-15 00:00:00,buy,SH600141,8.84,219891.0491242228,219891.0491242228,0.4861498475074768,1944510.9,67885397.88
2018-01-15 00:00:00,buy,SZ000807,10.3,188839.543581091,188839.543581091,1.0267976522445679,1944817.0,65939608.47
2018-01-15 00:00:00,buy,SZ002371,2.66,730777.9478636987,730777.9478636987,0.08032535761594772,1942383.04,63996254.24
